State Code,Response,Coverage,Education,EmploymentStatus,Gender,Location Code,Marital Status,Number of Open Complaints,Number of Policies,Policy Type,Policy,Claim Reason,Sales Channel,Vehicle Class,Vehicle Size
MO,No,Extended,Master,Employed,F,Rural,Married,0,8,Personal Auto,Personal L1,Collision,Agent,SUV,Medsize
MO,No,Extended,Master,Employed,F,Rural,Married,0,1,Personal Auto,Personal L2,Hail,Branch,Four-Door Car,Medsize
MO,No,Basic,College,Employed,F,Rural,Married,0,1,Personal Auto,Personal L2,Other,Web,Two-Door Car,Medsize
MO,No,Extended,College,Employed,M,Urban,Married,0,3,Corporate Auto,Corporate L1,Collision,Agent,Four-Door Car,Medsize
MO,Yes,Basic,High School or Below,Retired,F,Suburban,Divorced,0,1,Personal Auto,Personal L1,Collision,Branch,Four-Door Car,Medsize
MO,No,Basic,College,Unemployed,M,Suburban,Married,0,2,Personal Auto,Personal L2,Scratch/Dent,Branch,SUV,Medsize
MO,No,Basic,College,Employed,M,Urban,Married,1,2,Personal Auto,Personal L2,Hail,Call Center,Four-Door Car,Medsize
MO,No,Basic,Bachelor,Unemployed,F,Suburban,Single,0,2,Corporate Auto,Corporate L1,Collision,Web,Two-Door Car,Large
MO,No,Basic,College,Employed,M,Rural,Single,0,9,Personal Auto,Personal L1,Hail,Call Center,Two-Door Car,Medsize
MO,No,Extended,College,Employed,M,Suburban,Married,0,3,Personal Auto,Personal L2,Hail,Web,Four-Door Car,Medsize
MO,No,Basic,High School or Below,Employed,F,Rural,Married,0,3,Personal Auto,Personal L2,Collision,Agent,SUV,Medsize
MO,No,Basic,High School or Below,Employed,F,Urban,Married,0,3,Corporate Auto,Corporate L1,Collision,Agent,Sports Car,Medsize
MO,No,Basic,High School or Below,Unemployed,F,Rural,Married,0,7,Personal Auto,Personal L1,Scratch/Dent,Branch,Two-Door Car,Medsize
MO,No,Basic,Bachelor,Medical Leave,M,Suburban,Single,0,2,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Medsize
MO,No,Extended,College,Employed,F,Urban,Married,0,4,Personal Auto,Personal L2,Scratch/Dent,Agent,Four-Door Car,Medsize
MO,No,Basic,College,Unemployed,F,Suburban,Single,3,2,Corporate Auto,Corporate L1,Hail,Agent,Four-Door Car,Medsize
MO,No,Basic,High School or Below,Unemployed,F,Suburban,Single,0,1,Personal Auto,Personal L1,Hail,Call Center,SUV,Medsize
MO,No,Basic,Bachelor,Employed,F,Suburban,Divorced,0,3,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Medsize
MO,No,Basic,High School or Below,Employed,F,Rural,Married,0,8,Personal Auto,Personal L2,Other,Call Center,SUV,Small
MO,No,Extended,High School or Below,Employed,M,Suburban,Married,0,5,Corporate Auto,Corporate L1,Scratch/Dent,Agent,Four-Door Car,Small
MO,No,Extended,College,Employed,F,Suburban,Divorced,0,1,Personal Auto,Personal L1,Collision,Branch,Luxury SUV,Small
MO,Yes,Basic,Master,Employed,M,Suburban,Married,1,3,Personal Auto,Personal L2,Collision,Branch,Four-Door Car,Small
MO,Yes,Basic,Bachelor,Employed,F,Suburban,Married,0,8,Personal Auto,Personal L2,Collision,Agent,Two-Door Car,Medsize
MO,No,Extended,High School or Below,Disabled,M,Suburban,Married,0,1,Corporate Auto,Corporate L1,Scratch/Dent,Agent,Four-Door Car,Large
MO,No,Basic,Master,Employed,M,Suburban,Married,1,1,Personal Auto,Personal L1,Collision,Branch,Four-Door Car,Medsize
MO,No,Premium,High School or Below,Employed,F,Rural,Married,0,1,Personal Auto,Personal L2,Scratch/Dent,Web,SUV,Medsize
MO,No,Basic,Bachelor,Employed,F,Rural,Single,0,6,Personal Auto,Personal L2,Scratch/Dent,Branch,Two-Door Car,Large
MO,No,Extended,College,Employed,F,Suburban,Married,0,7,Corporate Auto,Corporate L1,Other,Branch,SUV,Medsize
MO,Yes,Basic,Bachelor,Retired,F,Suburban,Single,1,1,Personal Auto,Personal L1,Collision,Branch,Four-Door Car,Medsize
MO,Yes,Basic,College,Unemployed,F,Suburban,Married,0,3,Personal Auto,Personal L2,Collision,Agent,SUV,Medsize
MO,No,Extended,High School or Below,Unemployed,F,Suburban,Single,0,1,Personal Auto,Personal L2,Hail,Agent,Luxury SUV,Large
MO,No,Basic,Bachelor,Employed,M,Suburban,Married,0,9,Corporate Auto,Corporate L1,Hail,Agent,Four-Door Car,Medsize
MO,No,Basic,Bachelor,Employed,F,Rural,Married,0,6,Personal Auto,Personal L1,Collision,Branch,SUV,Medsize
MO,Yes,Basic,High School or Below,Employed,M,Suburban,Married,1,8,Personal Auto,Personal L2,Hail,Branch,SUV,Medsize
MO,No,Basic,College,Employed,F,Suburban,Married,0,1,Personal Auto,Personal L2,Hail,Branch,Four-Door Car,Small
MO,No,Basic,High School or Below,Unemployed,M,Suburban,Married,1,2,Corporate Auto,Corporate L1,Scratch/Dent,Agent,Four-Door Car,Medsize
MO,No,Basic,College,Employed,F,Urban,Married,0,2,Personal Auto,Personal L1,Hail,Agent,Four-Door Car,Medsize
MO,No,Premium,Master,Employed,M,Urban,Married,0,4,Personal Auto,Personal L2,Scratch/Dent,Agent,Four-Door Car,Medsize
MO,No,Premium,Bachelor,Unemployed,M,Suburban,Single,0,2,Personal Auto,Personal L2,Scratch/Dent,Agent,Two-Door Car,Small
MO,No,Basic,College,Employed,M,Suburban,Married,2,2,Corporate Auto,Corporate L1,Hail,Branch,Two-Door Car,Small
MO,Yes,Basic,College,Unemployed,F,Suburban,Married,0,2,Personal Auto,Personal L1,Hail,Agent,Four-Door Car,Medsize
MO,No,Basic,High School or Below,Unemployed,F,Suburban,Single,0,3,Personal Auto,Personal L2,Hail,Agent,SUV,Medsize
MO,No,Extended,College,Unemployed,F,Urban,Married,0,8,Personal Auto,Personal L2,Scratch/Dent,Agent,Four-Door Car,Medsize
MO,No,Basic,High School or Below,Unemployed,F,Suburban,Married,0,4,Corporate Auto,Corporate L1,Collision,Agent,SUV,Medsize
MO,No,Basic,College,Employed,F,Suburban,Married,0,1,Personal Auto,Personal L1,Hail,Branch,Four-Door Car,Small
MO,No,Basic,High School or Below,Unemployed,F,Suburban,Single,0,7,Personal Auto,Personal L2,Scratch/Dent,Agent,Four-Door Car,Medsize
MO,No,Basic,Bachelor,Unemployed,F,Suburban,Single,0,4,Personal Auto,Personal L2,Collision,Web,SUV,Medsize
MO,No,Basic,High School or Below,Employed,F,Urban,Married,0,2,Corporate Auto,Corporate L1,Scratch/Dent,Branch,SUV,Medsize
MO,No,Extended,College,Employed,M,Rural,Divorced,1,4,Personal Auto,Personal L1,Collision,Branch,Four-Door Car,Medsize
MO,No,Basic,College,Employed,F,Suburban,Married,1,7,Personal Auto,Personal L2,Collision,Web,Four-Door Car,Medsize
MO,Yes,Basic,High School or Below,Employed,M,Urban,Married,0,4,Personal Auto,Personal L2,Hail,Agent,Four-Door Car,Large
MO,No,Basic,Bachelor,Unemployed,F,Suburban,Single,0,1,Corporate Auto,Corporate L1,Collision,Web,Four-Door Car,Medsize
MO,No,Basic,High School or Below,Employed,M,Suburban,Married,2,2,Personal Auto,Personal L1,Hail,Web,SUV,Medsize
MO,No,Basic,Master,Medical Leave,F,Rural,Married,0,1,Personal Auto,Personal L2,Hail,Branch,Four-Door Car,Medsize
MO,No,Basic,College,Employed,F,Urban,Married,0,2,Personal Auto,Personal L2,Hail,Call Center,Four-Door Car,Medsize
MO,No,Extended,Master,Employed,F,Suburban,Married,0,2,Corporate Auto,Corporate L1,Collision,Agent,Four-Door Car,Medsize
MO,No,Basic,Bachelor,Employed,M,Suburban,Divorced,0,1,Personal Auto,Personal L1,Hail,Agent,Four-Door Car,Small
MO,No,Basic,College,Employed,F,Suburban,Divorced,0,6,Personal Auto,Personal L2,Other,Call Center,Four-Door Car,Medsize
MO,No,Extended,Master,Employed,F,Urban,Married,0,1,Personal Auto,Personal L2,Collision,Call Center,SUV,Medsize
MO,No,Basic,Bachelor,Unemployed,M,Suburban,Single,0,2,Corporate Auto,Corporate L1,Hail,Call Center,Luxury Car,Medsize
MO,No,Premium,High School or Below,Unemployed,F,Suburban,Married,1,2,Personal Auto,Personal L1,Collision,Call Center,SUV,Medsize
MO,No,Basic,High School or Below,Employed,M,Suburban,Divorced,0,1,Personal Auto,Personal L2,Hail,Branch,Four-Door Car,Medsize
MO,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,0,1,Personal Auto,Personal L2,Other,Web,Two-Door Car,Small
MO,No,Basic,College,Disabled,F,Suburban,Married,1,2,Corporate Auto,Corporate L1,Collision,Agent,SUV,Medsize
MO,Yes,Basic,Bachelor,Employed,F,Rural,Married,0,2,Personal Auto,Personal L1,Hail,Web,Two-Door Car,Medsize
MO,No,Extended,High School or Below,Employed,F,Urban,Married,0,2,Personal Auto,Personal L2,Collision,Call Center,SUV,Medsize
MO,Yes,Basic,Bachelor,Employed,M,Suburban,Married,0,7,Personal Auto,Personal L2,Hail,Call Center,Two-Door Car,Medsize
MO,No,Premium,College,Employed,M,Rural,Married,0,3,Corporate Auto,Corporate L1,Other,Web,Four-Door Car,Medsize
MO,No,Extended,Bachelor,Employed,M,Suburban,Married,0,1,Personal Auto,Personal L1,Scratch/Dent,Agent,Four-Door Car,Small
MO,No,Extended,Bachelor,Employed,F,Urban,Single,0,1,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Medsize
MO,No,Basic,Bachelor,Employed,F,Urban,Divorced,0,5,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Large
MO,No,Basic,Master,Medical Leave,F,Suburban,Single,4,3,Personal Auto,Personal L2,Other,Branch,Four-Door Car,Small
MO,Yes,Basic,Bachelor,Employed,M,Rural,Married,0,5,Personal Auto,Personal L1,Hail,Call Center,Four-Door Car,Medsize
MO,No,Basic,College,Employed,M,Rural,Married,0,3,Personal Auto,Personal L2,Hail,Web,SUV,Medsize
MO,No,Extended,Master,Unemployed,M,Suburban,Divorced,0,2,Personal Auto,Personal L2,Collision,Branch,SUV,Medsize
MO,No,Extended,Bachelor,Employed,F,Rural,Divorced,0,2,Corporate Auto,Corporate L3,Collision,Agent,Two-Door Car,Small
MO,No,Basic,Bachelor,Employed,F,Suburban,Married,4,4,Personal Auto,Personal L1,Collision,Branch,Four-Door Car,Medsize
MO,No,Basic,Master,Employed,M,Suburban,Married,0,1,Personal Auto,Personal L2,Scratch/Dent,Agent,SUV,Small
MO,No,Basic,Bachelor,Unemployed,F,Rural,Divorced,0,1,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
MO,No,Basic,College,Employed,F,Suburban,Single,0,3,Personal Auto,Personal L2,Scratch/Dent,Agent,Four-Door Car,Medsize
MO,Yes,Premium,Master,Employed,M,Rural,Married,0,2,Personal Auto,Personal L2,Collision,Agent,Two-Door Car,Medsize
MO,No,Basic,High School or Below,Retired,M,Suburban,Divorced,0,2,Personal Auto,Personal L3,Other,Branch,Four-Door Car,Medsize
MO,No,Basic,Bachelor,Unemployed,M,Suburban,Single,0,1,Corporate Auto,Corporate L3,Collision,Branch,Four-Door Car,Medsize
MO,No,Premium,High School or Below,Employed,M,Rural,Married,0,1,Corporate Auto,Corporate L3,Other,Branch,SUV,Small
MO,No,Extended,College,Employed,F,Urban,Single,0,1,Personal Auto,Personal L3,Scratch/Dent,Branch,Four-Door Car,Medsize
MO,No,Basic,College,Unemployed,F,Suburban,Single,0,1,Personal Auto,Personal L3,Other,Call Center,Four-Door Car,Medsize
MO,No,Basic,College,Employed,M,Suburban,Married,1,2,Corporate Auto,Corporate L3,Collision,Agent,Four-Door Car,Medsize
MO,No,Extended,College,Medical Leave,F,Suburban,Divorced,0,1,Corporate Auto,Corporate L3,Other,Web,Four-Door Car,Small
MO,No,Basic,Bachelor,Employed,M,Suburban,Married,0,6,Personal Auto,Personal L3,Collision,Agent,Two-Door Car,Medsize
MO,No,Basic,High School or Below,Unemployed,F,Suburban,Single,0,1,Personal Auto,Personal L3,Collision,Web,Sports Car,Medsize
MO,No,Extended,Bachelor,Employed,M,Rural,Married,0,7,Corporate Auto,Corporate L3,Hail,Branch,Four-Door Car,Small
MO,No,Basic,College,Unemployed,F,Suburban,Single,0,3,Corporate Auto,Corporate L3,Collision,Agent,SUV,Medsize
MO,No,Basic,College,Employed,M,Urban,Divorced,0,6,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
MO,No,Extended,High School or Below,Employed,M,Rural,Married,0,2,Personal Auto,Personal L3,Scratch/Dent,Call Center,SUV,Medsize
MO,No,Basic,College,Employed,M,Suburban,Married,0,2,Corporate Auto,Corporate L3,Other,Branch,Four-Door Car,Medsize
MO,No,Basic,College,Employed,M,Suburban,Married,0,2,Corporate Auto,Corporate L3,Scratch/Dent,Web,Two-Door Car,Medsize
MO,No,Extended,High School or Below,Employed,M,Suburban,Divorced,0,3,Personal Auto,Personal L3,Collision,Call Center,Four-Door Car,Medsize
MO,No,Basic,College,Employed,F,Suburban,Married,0,1,Personal Auto,Personal L3,Other,Agent,SUV,Small
MO,No,Basic,High School or Below,Employed,M,Suburban,Divorced,0,3,Corporate Auto,Corporate L3,Scratch/Dent,Call Center,SUV,Medsize
MO,No,Extended,Bachelor,Employed,F,Suburban,Single,0,2,Corporate Auto,Corporate L3,Hail,Call Center,Sports Car,Small
MO,No,Basic,Doctor,Employed,F,Rural,Married,0,3,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
MO,No,Basic,High School or Below,Unemployed,F,Suburban,Married,0,1,Personal Auto,Personal L3,Collision,Call Center,Four-Door Car,Medsize
MO,No,Basic,High School or Below,Employed,M,Rural,Single,0,8,Corporate Auto,Corporate L3,Collision,Branch,Four-Door Car,Medsize
MO,No,Extended,High School or Below,Unemployed,M,Suburban,Divorced,0,5,Corporate Auto,Corporate L3,Scratch/Dent,Agent,Four-Door Car,Medsize
MO,No,Premium,Bachelor,Employed,F,Urban,Divorced,0,9,Personal Auto,Personal L3,Scratch/Dent,Agent,Two-Door Car,Medsize
MO,No,Basic,High School or Below,Unemployed,F,Suburban,Single,0,8,Personal Auto,Personal L3,Collision,Branch,Luxury SUV,Small
MO,No,Basic,College,Unemployed,M,Suburban,Single,0,2,Corporate Auto,Corporate L3,Hail,Branch,Luxury Car,Medsize
MO,No,Extended,College,Employed,F,Suburban,Single,0,1,Corporate Auto,Corporate L3,Collision,Agent,Four-Door Car,Medsize
MO,No,Basic,College,Unemployed,M,Suburban,Single,0,1,Personal Auto,Personal L3,Collision,Branch,Sports Car,Medsize
MO,No,Basic,High School or Below,Unemployed,F,Suburban,Single,0,5,Personal Auto,Personal L3,Hail,Call Center,Two-Door Car,Medsize
MO,No,Basic,High School or Below,Unemployed,M,Suburban,Single,1,3,Corporate Auto,Corporate L3,Scratch/Dent,Agent,Four-Door Car,Medsize
MO,No,Extended,High School or Below,Unemployed,F,Suburban,Single,0,1,Corporate Auto,Corporate L3,Collision,Agent,Four-Door Car,Medsize
MO,Yes,Basic,College,Unemployed,M,Suburban,Divorced,0,2,Personal Auto,Personal L3,Collision,Agent,Two-Door Car,Medsize
MO,No,Extended,High School or Below,Unemployed,F,Suburban,Married,2,7,Personal Auto,Personal L3,Hail,Call Center,SUV,Small
MO,Yes,Extended,Bachelor,Unemployed,F,Suburban,Married,0,3,Corporate Auto,Corporate L3,Hail,Agent,Four-Door Car,Small
MO,No,Basic,Master,Employed,M,Rural,Married,2,2,Corporate Auto,Corporate L3,Hail,Web,Sports Car,Medsize
MO,Yes,Basic,College,Medical Leave,F,Suburban,Married,0,1,Personal Auto,Personal L3,Hail,Call Center,Four-Door Car,Medsize
MO,No,Basic,Master,Employed,M,Urban,Married,0,1,Personal Auto,Personal L3,Scratch/Dent,Web,Two-Door Car,Medsize
MO,No,Basic,College,Employed,M,Rural,Married,4,3,Corporate Auto,Corporate L3,Scratch/Dent,Agent,Four-Door Car,Medsize
MO,No,Premium,College,Unemployed,M,Suburban,Single,0,1,Corporate Auto,Corporate L3,Collision,Branch,Four-Door Car,Medsize
MO,No,Basic,College,Employed,M,Suburban,Married,0,1,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Medsize
MO,No,Basic,College,Unemployed,M,Suburban,Married,1,3,Personal Auto,Personal L3,Scratch/Dent,Call Center,Two-Door Car,Medsize
MO,No,Basic,High School or Below,Employed,F,Suburban,Married,0,8,Corporate Auto,Corporate L3,Collision,Call Center,Four-Door Car,Medsize
MO,Yes,Basic,High School or Below,Employed,M,Suburban,Married,0,1,Corporate Auto,Corporate L3,Hail,Call Center,Four-Door Car,Small
MO,Yes,Premium,High School or Below,Employed,F,Suburban,Divorced,2,2,Personal Auto,Personal L3,Collision,Call Center,Four-Door Car,Medsize
MO,No,Extended,High School or Below,Disabled,F,Rural,Single,0,2,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
MO,No,Basic,Master,Employed,F,Suburban,Married,0,4,Corporate Auto,Corporate L3,Collision,Branch,SUV,Medsize
MO,No,Basic,High School or Below,Employed,F,Rural,Married,0,1,Corporate Auto,Corporate L3,Hail,Branch,SUV,Medsize
MO,Yes,Premium,Bachelor,Employed,F,Suburban,Single,0,1,Personal Auto,Personal L3,Collision,Branch,Two-Door Car,Medsize
MO,No,Extended,College,Employed,F,Rural,Married,0,3,Personal Auto,Personal L3,Scratch/Dent,Branch,Two-Door Car,Medsize
MO,No,Basic,High School or Below,Employed,F,Rural,Married,0,1,Corporate Auto,Corporate L3,Hail,Branch,Four-Door Car,Medsize
MO,Yes,Basic,Bachelor,Employed,M,Suburban,Single,0,2,Corporate Auto,Corporate L3,Collision,Agent,Four-Door Car,Medsize
MO,No,Premium,Bachelor,Disabled,M,Suburban,Married,0,3,Personal Auto,Personal L3,Hail,Call Center,Four-Door Car,Small
MO,No,Extended,High School or Below,Employed,F,Urban,Married,2,5,Personal Auto,Personal L3,Collision,Branch,Sports Car,Medsize
MO,No,Basic,Bachelor,Employed,F,Suburban,Married,0,8,Corporate Auto,Corporate L3,Collision,Agent,Sports Car,Large
MO,Yes,Basic,College,Employed,F,Rural,Married,0,1,Corporate Auto,Corporate L3,Hail,Branch,SUV,Large
MO,No,Basic,Master,Employed,F,Rural,Married,0,2,Personal Auto,Personal L3,Scratch/Dent,Web,Four-Door Car,Medsize
MO,No,Basic,College,Employed,F,Urban,Married,0,8,Personal Auto,Personal L3,Hail,Web,Four-Door Car,Large
MO,No,Extended,High School or Below,Employed,F,Suburban,Married,0,3,Corporate Auto,Corporate L3,Hail,Call Center,Two-Door Car,Medsize
MO,No,Basic,High School or Below,Employed,F,Urban,Married,0,2,Corporate Auto,Corporate L3,Scratch/Dent,Branch,SUV,Medsize
MO,Yes,Basic,College,Retired,M,Suburban,Divorced,0,2,Personal Auto,Personal L3,Hail,Web,Four-Door Car,Medsize
MO,No,Basic,Bachelor,Employed,F,Rural,Married,0,9,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
MO,No,Extended,College,Employed,M,Urban,Married,0,2,Corporate Auto,Corporate L3,Hail,Web,Four-Door Car,Medsize
MO,No,Basic,Master,Disabled,F,Urban,Married,0,6,Corporate Auto,Corporate L3,Collision,Agent,Two-Door Car,Medsize
MO,No,Basic,College,Unemployed,M,Suburban,Married,0,2,Personal Auto,Personal L3,Hail,Call Center,Four-Door Car,Small
MO,No,Basic,Bachelor,Employed,M,Urban,Married,0,2,Personal Auto,Personal L3,Scratch/Dent,Agent,SUV,Medsize
MO,No,Extended,Doctor,Employed,M,Rural,Married,0,4,Corporate Auto,Corporate L3,Collision,Call Center,SUV,Medsize
MO,No,Basic,High School or Below,Unemployed,M,Suburban,Single,0,3,Corporate Auto,Corporate L3,Collision,Agent,Four-Door Car,Medsize
MO,No,Basic,High School or Below,Unemployed,M,Suburban,Single,0,2,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Small
MO,No,Basic,Master,Employed,M,Suburban,Married,0,8,Personal Auto,Personal L3,Collision,Web,Four-Door Car,Small
MO,No,Basic,Bachelor,Employed,F,Urban,Divorced,2,1,Corporate Auto,Corporate L3,Hail,Call Center,Four-Door Car,Large
MO,No,Basic,High School or Below,Unemployed,M,Suburban,Divorced,0,1,Corporate Auto,Corporate L3,Collision,Call Center,SUV,Medsize
MO,No,Basic,High School or Below,Unemployed,F,Suburban,Single,0,3,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
MO,No,Basic,High School or Below,Employed,M,Rural,Divorced,0,1,Personal Auto,Personal L3,Other,Web,Two-Door Car,Medsize
MO,No,Extended,Bachelor,Employed,M,Suburban,Single,0,8,Corporate Auto,Corporate L3,Hail,Web,Four-Door Car,Medsize
MO,No,Basic,High School or Below,Unemployed,F,Suburban,Single,0,1,Corporate Auto,Corporate L3,Hail,Branch,Two-Door Car,Large
MO,Yes,Basic,Bachelor,Employed,F,Rural,Single,0,1,Personal Auto,Personal L3,Hail,Web,Four-Door Car,Medsize
MO,No,Extended,College,Disabled,M,Suburban,Single,0,6,Personal Auto,Personal L3,Hail,Agent,Two-Door Car,Medsize
MO,No,Basic,High School or Below,Employed,F,Suburban,Married,0,1,Corporate Auto,Corporate L3,Scratch/Dent,Call Center,Four-Door Car,Large
MO,No,Basic,College,Employed,M,Urban,Married,1,6,Corporate Auto,Corporate L3,Collision,Agent,SUV,Medsize
MO,No,Basic,Bachelor,Employed,M,Suburban,Married,0,1,Personal Auto,Personal L3,Hail,Branch,SUV,Medsize
MO,No,Basic,Bachelor,Employed,F,Suburban,Married,3,7,Personal Auto,Personal L3,Scratch/Dent,Call Center,Two-Door Car,Small
MO,No,Basic,Master,Employed,M,Urban,Married,0,3,Corporate Auto,Corporate L3,Scratch/Dent,Agent,SUV,Small
MO,No,Basic,High School or Below,Employed,F,Suburban,Married,0,2,Corporate Auto,Corporate L3,Hail,Agent,Four-Door Car,Small
MO,No,Basic,High School or Below,Employed,M,Urban,Married,0,6,Personal Auto,Personal L3,Collision,Agent,SUV,Medsize
MO,Yes,Basic,College,Retired,M,Suburban,Married,0,2,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Medsize
MO,No,Premium,High School or Below,Employed,M,Suburban,Married,0,1,Personal Auto,Personal L3,Other,Branch,Four-Door Car,Medsize
MO,No,Basic,College,Employed,F,Rural,Married,0,3,Personal Auto,Personal L2,Scratch/Dent,Agent,Four-Door Car,Medsize
MO,No,Basic,College,Unemployed,F,Suburban,Single,0,9,Personal Auto,Personal L2,Scratch/Dent,Agent,Four-Door Car,Medsize
MO,No,Basic,College,Unemployed,M,Suburban,Single,0,1,Corporate Auto,Corporate L2,Collision,Branch,Two-Door Car,Medsize
MO,No,Basic,Master,Employed,M,Urban,Married,0,9,Personal Auto,Personal L2,Hail,Branch,Four-Door Car,Medsize
MO,No,Premium,College,Medical Leave,M,Suburban,Single,0,2,Personal Auto,Personal L1,Collision,Branch,SUV,Medsize
